# OpenSignals Text File Format. Version 1
# {"00:07:80:0F:2F:DA": {"position": 0, "device": "biosignalsplux", "device name": "00:07:80:0F:2F:DA", "device connection": "BTH00:07:80:0F:2F:DA", "sampling rate": 1000, "resolution": [16], "firmware version": 776, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2023-5-16", "time": "9:18:0.561", "channels": [1], "sensor": ["ECG"], "label": ["CH1"], "column": ["nSeq", "DI", "CH1"], "special": [{"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}], "digital IO": [0, 1], "sleeve color": ["red"]}}
# EndOfHeader
0	0	32648	
1	0	31872	
2	0	31496	
3	0	31552	
4	0	31824	
5	0	32168	
6	0	32641	
7	0	33184	
8	0	33732	
9	0	34080	
10	0	34084	
11	0	34040	
12	0	33892	
13	0	33712	
14	0	33488	
15	0	33104	
16	0	32536	
17	0	31956	
18	0	31480	
19	0	30978	
20	0	29946	
21	0	28740	
22	0	27594	
23	0	26328	
24	0	24716	
25	0	23160	
26	0	21324	
27	0	19168	
28	0	16784	
29	0	14336	
30	0	12037	
31	0	9740	
32	0	7270	
33	0	4713	
34	0	2836	
35	0	1936	
36	0	1528	
37	0	1389	
38	0	1376	
39	0	1424	
40	0	1513	
41	0	1608	
42	0	1732	
43	0	1846	
44	0	1968	
45	0	4406	
46	0	10840	
47	0	16498	
48	0	21834	
49	0	26924	
50	0	31752	
51	0	36512	
52	0	41200	
53	0	45608	
54	0	49624	
55	0	53116	
56	0	55856	
57	0	57848	
58	0	59584	
59	0	61252	
60	0	62176	
61	0	62560	
62	0	63000	
63	0	63248	
64	0	63192	
65	0	62436	
66	0	61064	
67	0	58928	
68	0	56456	
69	0	54028	
70	0	51908	
71	0	49652	
72	0	47640	
73	0	45884	
74	0	44456	
75	0	43208	
76	0	41976	
77	0	40788	
78	0	39732	
79	0	38600	
80	0	37560	
81	0	36676	
82	0	35868	
83	0	35080	
84	0	34368	
85	0	33844	
86	0	33380	
87	0	33316	
88	0	33296	
89	0	33324	
90	0	33280	
91	0	33316	
92	0	33640	
93	0	33796	
94	0	33572	
95	0	32980	
96	0	32440	
97	0	31816	
98	0	31372	
99	0	30920	
100	0	30704	
101	0	30468	
102	0	30300	
103	0	30304	
104	0	30550	
105	0	31196	
106	0	31736	
107	0	31968	
108	0	31692	
109	0	31388	
110	0	31180	
111	0	31008	
112	0	31052	
113	0	31380	
114	0	31702	
115	0	31912	
116	0	32200	
117	0	32578	
118	0	32676	
119	0	32613	
120	0	32652	
121	0	32384	
122	0	31948	
123	0	31744	
124	0	31624	
125	0	31724	
126	0	31676	
127	0	31508	
128	0	31280	
129	0	31194	
130	0	31136	
131	0	31212	
132	0	31232	
133	0	31300	
134	0	31412	
135	0	31588	
136	0	31980	
137	0	32428	
138	0	32588	
139	0	32548	
140	0	32148	
141	0	31640	
142	0	31348	
143	0	31104	
144	0	31181	
145	0	31372	
146	0	31352	
147	0	31236	
148	0	31344	
149	0	31312	
150	0	31002	
151	0	30512	
152	0	30292	
153	0	30420	
154	0	30740	
155	0	30824	
156	0	30664	
157	0	30556	
158	0	30524	
159	0	30548	
160	0	30584	
161	0	30492	
162	0	30316	
163	0	30024	
164	0	29868	
165	0	30048	
166	0	30140	
167	0	30056	
168	0	29934	
169	0	29744	
170	0	29485	
171	0	29472	
172	0	29536	
173	0	29816	
174	0	30000	
175	0	30180	
176	0	30280	
177	0	30172	
178	0	29852	
179	0	29686	
180	0	29584	
181	0	29632	
182	0	29920	
183	0	29944	
184	0	29968	
185	0	30248	
186	0	30336	
187	0	30204	
188	0	29852	
189	0	29608	
190	0	29636	
191	0	29700	
192	0	29616	
193	0	29704	
194	0	29693	
195	0	29572	
196	0	29374	
197	0	29108	
198	0	28768	
199	0	28540	
200	0	28752	
201	0	29122	
202	0	29268	
203	0	29416	
204	0	29608	
205	0	29672	
206	0	29700	
207	0	29904	
208	0	29980	
209	0	29928	
210	0	30012	
211	0	30000	
212	0	29748	
213	0	29548	
214	0	29640	
215	0	29722	
216	0	29802	
217	0	29848	
218	0	29820	
219	0	29736	
220	0	29688	
221	0	29556	
222	0	29448	
223	0	29260	
224	0	29268	
225	0	29264	
226	0	29404	
227	0	29656	
228	0	29956	
229	0	30056	
230	0	29864	
231	0	30041	
232	0	30184	
233	0	30216	
234	0	30432	
235	0	30840	
236	0	31212	
237	0	31456	
238	0	31592	
239	0	31704	
240	0	31448	
241	0	31084	
242	0	30848	
243	0	30656	
244	0	30576	
245	0	30325	
246	0	30300	
247	0	30468	
248	0	30796	
249	0	31100	
250	0	31188	
251	0	31144	
252	0	31252	
253	0	31732	
254	0	32396	
255	0	33004	
256	0	33016	
257	0	32588	
258	0	32008	
259	0	31946	
260	0	31816	
261	0	31622	
262	0	31512	
263	0	31288	
264	0	31316	
265	0	31056	
266	0	30916	
267	0	31008	
268	0	31252	
269	0	31296	
270	0	31364	
271	0	31520	
272	0	31576	
273	0	31596	
274	0	31960	
275	0	32388	
276	0	32684	
277	0	32880	
278	0	33108	
279	0	33288	
280	0	33552	
281	0	33832	
282	0	33832	
283	0	33740	
284	0	33524	
285	0	33332	
286	0	33256	
287	0	33412	
288	0	33480	
289	0	33400	
290	0	33464	
291	0	33528	
292	0	33616	
293	0	33660	
294	0	33632	
295	0	33260	
296	0	32952	
297	0	32896	
298	0	32968	
299	0	33116	
300	0	33316	
301	0	32932	
302	0	32386	
303	0	32368	
304	0	32388	
305	0	32276	
306	0	32064	
307	0	32004	
308	0	31996	
309	0	32048	
310	0	32312	
311	0	32416	
312	0	32340	
313	0	32200	
314	0	31932	
315	0	31568	
316	0	31376	
317	0	31492	
318	0	31700	
319	0	31968	
320	0	32020	
321	0	31912	
322	0	31928	
323	0	31944	
324	0	31764	
325	0	31612	
326	0	31552	
327	0	31436	
328	0	31520	
329	0	31704	
330	0	31904	
331	0	32132	
332	0	32446	
333	0	32688	
334	0	32664	
335	0	32588	
336	0	32640	
337	0	32584	
338	0	32480	
339	0	32320	
340	0	32336	
341	0	32348	
342	0	32388	
343	0	32416	
344	0	32432	
345	0	32292	
346	0	31960	
347	0	31840	
348	0	31924	
349	0	31972	
350	0	31784	
351	0	31712	
352	0	31572	
353	0	31472	
354	0	31624	
355	0	31880	
356	0	31796	
357	0	31764	
358	0	31916	
359	0	32200	
360	0	32644	
361	0	32824	
362	0	32840	
363	0	32878	
364	0	32660	
365	0	32240	
366	0	32004	
367	0	31680	
368	0	31520	
369	0	31376	
370	0	31252	
371	0	31076	
372	0	30928	
373	0	30896	
374	0	30956	
375	0	30988	
376	0	30964	
377	0	30904	
378	0	30988	
379	0	31280	
380	0	31728	
381	0	31924	
382	0	32072	
383	0	32188	
384	0	32238	
385	0	32306	
386	0	32228	
387	0	32056	
388	0	31864	
389	0	31760	
390	0	31762	
391	0	31690	
392	0	31352	
393	0	31056	
394	0	31004	
395	0	30708	
396	0	30442	
397	0	30276	
398	0	30368	
399	0	30437	
400	0	30668	
401	0	30954	
402	0	31408	
403	0	31704	
404	0	31732	
405	0	31645	
406	0	31620	
407	0	31572	
408	0	31636	
409	0	31716	
410	0	31752	
411	0	31696	
412	0	31480	
413	0	31402	
414	0	31320	
415	0	31352	
416	0	31476	
417	0	31584	
418	0	31664	
419	0	31540	
420	0	31480	
421	0	31648	
422	0	31740	
423	0	31628	
424	0	31424	
425	0	31104	
426	0	30840	
427	0	30636	
428	0	30444	
429	0	30332	
430	0	30340	
431	0	30476	
432	0	30740	
433	0	30760	
434	0	30836	
435	0	30840	
436	0	31036	
437	0	31296	
438	0	31556	
439	0	31764	
440	0	31944	
441	0	32248	
442	0	32720	
443	0	32920	
444	0	32728	
445	0	32485	
446	0	32312	
447	0	32240	
448	0	32296	
449	0	32453	
450	0	32780	
451	0	32912	
452	0	32636	
453	0	32296	
454	0	32128	
455	0	32008	
456	0	31876	
457	0	31956	
458	0	32056	
459	0	32304	
460	0	32740	
461	0	33032	
462	0	33180	
463	0	33328	
464	0	33272	
465	0	33108	
466	0	32852	
467	0	32578	
468	0	32410	
469	0	32380	
470	0	32308	
471	0	32580	
472	0	32806	
473	0	32776	
474	0	32620	
475	0	32592	
476	0	32698	
477	0	32728	
478	0	32632	
479	0	32684	
480	0	32696	
481	0	32710	
482	0	32806	
483	0	32912	
484	0	32856	
485	0	32788	
486	0	32688	
487	0	32584	
488	0	32368	
489	0	32112	
490	0	31936	
491	0	31820	
492	0	31736	
493	0	31656	
494	0	31796	
495	0	32042	
496	0	32240	
497	0	32341	
498	0	32324	
499	0	32208	
500	0	32240	
501	0	32416	
502	0	32192	
503	0	31940	
504	0	31940	
505	0	32028	
506	0	32228	
507	0	32208	
508	0	32064	
509	0	32024	
510	0	32116	
511	0	32160	
512	0	32288	
513	0	32588	
514	0	32696	
515	0	32550	
516	0	32100	
517	0	31688	
518	0	31480	
519	0	31888	
520	0	32428	
521	0	32668	
522	0	32801	
523	0	32696	
524	0	32572	
525	0	32748	
526	0	32912	
527	0	32776	
528	0	32496	
529	0	32074	
530	0	31712	
531	0	31565	
532	0	31388	
533	0	31272	
534	0	31260	
535	0	31332	
536	0	31496	
537	0	31680	
538	0	31892	
539	0	32168	
540	0	32376	
541	0	32252	
542	0	32184	
543	0	32244	
544	0	32308	
545	0	32397	
546	0	32525	
547	0	32624	
548	0	32508	
549	0	32384	
550	0	32364	
551	0	32412	
552	0	32484	
553	0	32424	
554	0	32560	
555	0	32718	
556	0	32892	
557	0	32884	
558	0	32896	
559	0	32896	
560	0	32796	
561	0	32880	
562	0	33040	
563	0	33124	
564	0	33064	
565	0	32952	
566	0	32892	
567	0	32804	
568	0	32464	
569	0	32032	
570	0	31860	
571	0	31848	
572	0	31680	
573	0	31564	
574	0	31632	
575	0	31884	
576	0	32072	
577	0	31952	
578	0	31600	
579	0	31220	
580	0	31260	
581	0	31730	
582	0	32380	
583	0	32936	
584	0	33284	
585	0	33676	
586	0	33980	
587	0	34426	
588	0	34540	
589	0	34192	
590	0	33856	
591	0	33672	
592	0	33724	
593	0	33680	
594	0	33504	
595	0	33384	
596	0	33184	
597	0	33144	
598	0	32968	
599	0	32752	
600	0	32728	
601	0	32844	
602	0	32788	
603	0	32816	
604	0	32932	
605	0	33084	
606	0	33074	
607	0	33034	
608	0	33140	
609	0	33352	
610	0	33364	
611	0	33412	
612	0	33436	
613	0	33340	
614	0	33204	
615	0	33100	
616	0	32976	
617	0	32860	
618	0	32520	
619	0	32412	
620	0	32488	
621	0	32468	
622	0	32420	
623	0	32364	
624	0	32396	
625	0	32584	
626	0	32632	
627	0	32464	
628	0	32388	
629	0	32280	
630	0	32212	
631	0	32228	
632	0	32128	
633	0	32032	
634	0	32072	
635	0	32256	
636	0	32456	
637	0	32552	
638	0	32500	
639	0	32436	
640	0	32184	
641	0	31996	
642	0	31928	
643	0	31770	
644	0	31708	
645	0	31548	
646	0	31200	
647	0	31112	
648	0	31020	
649	0	30960	
650	0	30876	
651	0	30840	
652	0	30988	
653	0	31240	
654	0	31152	
655	0	31294	
656	0	31364	
657	0	31280	
658	0	31296	
659	0	31284	
660	0	31112	
661	0	30868	
662	0	30736	
663	0	30328	
664	0	30146	
665	0	30008	
666	0	29760	
667	0	29784	
668	0	30008	
669	0	30104	
670	0	30044	
671	0	29896	
672	0	29724	
673	0	29704	
674	0	29772	
675	0	29832	
676	0	29704	
677	0	29380	
678	0	28900	
679	0	28340	
680	0	27952	
681	0	27688	
682	0	27450	
683	0	27124	
684	0	26972	
685	0	26796	
686	0	26656	
687	0	26688	
688	0	26808	
689	0	27020	
690	0	27316	
691	0	27660	
692	0	28088	
693	0	28384	
694	0	28573	
695	0	28744	
696	0	28782	
697	0	28836	
698	0	29136	
699	0	29372	
700	0	29408	
701	0	29425	
702	0	29400	
703	0	29396	
704	0	29520	
705	0	29704	
706	0	29780	
707	0	29856	
708	0	29736	
709	0	29752	
710	0	29860	
711	0	30140	
712	0	30260	
713	0	30044	
